diivaan-e be-shiiraazah
diivaanagii-e shauq
diivaar-e chaman
diivaar-e dabistaa;n
dil-e ;haq-shinaas
dil-e ;hasrat-parast
dil-e ;hasrat-zadah
dil-e aavaarah
dil-e aazurdah
dil-e afsurdah
dil-e be-dast-o-paa
dil-e be-mudda((aa
dil-e be-qaraar
dil-e gudaa;xtah
dil-e gum-gashtah
dil-e har
dil-e naa-((aaqibat-andesh
dil-e naa-daa;n
dil-e naa-kaam
dil-e naalaa;n
dil-e naazuk
dil-e ranjuur
dil-e shoriidah
dil-e shoriidah-e ;gaalib
dil-e va;hshii
dil-e vaa-bastah
dil-farebii-e andaaz-e naqsh-e paa
dil-o-dast-e shinaa
dimaa;g-e ((ajz
dimaa;g-e ((i:tr-e pairaahan
dimaa;g-e aahuu-e dasht-e tataar
diyaar-e ;gair
dost-daar-e dushman
dukaan-e mataa((-e na:zar
durd-e tah-e jaam
durdii-kash-e paimaanah-e jam
dushman-e arbaab-e vafaa
dushman-e iimaan-o-aagahii
dushvaarii-e rah-o-sitam-e ham-rahaa;n
duud-e chiraa;g
duud-e chiraa;g-e kushtah
duud-e chiraa;g-e ma;hfil
duud-e sham((-e kushtah
duud-e shu((lah-e aavaaz
duurii-e manzil
fa.sl-e gul
fa.zaa-e ;hairat
fai.z-e be-dilii
fai.z-e havaa
falak-e naa-in.saaf
falak-e piir
fanaa-ta((liim-e dars-e be-;xvudii
fard-e jam((-o-;xarj-e zabaa;nhaa-e laal
fareb-e hastii
fareb-e saadah-dilii
fareb-e vafaa-;xvurdagaa;n
farmaa;n-ravaa-e kishvar-e hinduustaan
farq-e naaz
farsh-e paa-andaaz
farsh-e raah
farsh-e shash-jihat-e inti:zaar
faryaad-e dil'haa-e ;hazii;n
faryaadii-e be-daad-e dilbar
fasaanah-;xvaanii-e sham((a
fashaar-e tangii-e ;xalvat
faut-e fur.sat-e hastii
fikr-e dunyaa
firaaq-e yaar
firdaus-e gosh
fishaar-e .zu((f
fitnah-e :taaqat-rubaa
fitnah-e shor-e qiyaamat
fur.sat-e hastii
fur.sat-e kaar-o-baar-e shauq
furo;g-e :taala((-e ;xaashaak
furo;g-e ;husn
furo;g-e mai
furo;g-e sham((-e baalii;n
furo;g-e shu((lah-e ;xas
fusuun-e niyaaz
gadaa-e be-sar-o-paa
gadaa-e kuuchah-e mai-;xaanah
gadaa-e mai
ganj'haa-e giraa;n-maayah
ganjifah-baaz-e ;xayaal
ganjiinah-e ma((nii
gard-e raah-e yaar
gard-e rah-e jaulaan-e .sabaa
gard-e saa;hil
gardan-e miinaa
gardish-e majnuu;n
gardish-e mudaam
gardish-e rang-e :tarab
gardish-e saa;gar-e .sad-jalvah-e rangii;n
gardish-e saiyaarah
garm-baazaar-e faujdaarii
garm-e ;xiraam-e naaz
garm-e daaman-afshaanii
garm-e faryaad
garm-e naalah'haa-e sharar-baar
garm-e tamaashaa
garmii-e bazm
gavaah-e ((ishq
girah-e niim-baaz
gird-baad-e rah-e betaabii
giriftaar-e chaman
giriftaar-e ulfat-e .sayyaad
giriftaar-e vafaa
giryah-e sa;harii
gor-e ;gariibaa;n
gosh-e gul
gosh-e mu;habbat
gosh-e na.sii;hat-niyosh
goshah-e bisaa:t
goshah-e daaman
goshah-e dastaar
guftah-e ;gaalib
guharhaa-e raaz
gul-chiin-e gulistaan-e tasallii
gul-dastah-e nigaah
gul-e jeb-e qabaa-e gul
gul-e laalah
gul-e na;gmah
gul-e tar
gul-farosh-e sho;xii-e daa;g-e kuhan
gul-fishaaniihaa-e naaz-e jalvah
gumaan-e ranjish-e ;xaa:tir
gunbad-e be-dar
gunjaa))ish-e ((adaavat-e a;gyaar
gustaa;xii-e farishtah
guzar-gaah-e ;xayaal
guzar-gaah-e ;xayaal-e mai-o-saa;gar
hadaf-e naavuk-e be-daad
halaak-e ;hasrat-e paa-buus
halaak-e fareb-e vafaa-e gul
hangaam-e be-;xvudii
hangaam-e kamaal
hangaamah-e yaa
hangaamah-e zabuunii-e himmat
hastii-e ashyaa
haul-e dil
havaa-e ;xiraam-e naaz
havaa-e jalvah-e naaz
havaa-e kisht-e vafaa
havaa-e sair-e gul
havaa-e tund
havas-e baal-o-par
havas-e gul
havas-e naay-o-nosh
havas-e sair-o-tamaashaa
havas-e shu((lah
havas-e yaar
havas-e zar
hijr-e yaar
himmat-e ((aalii
himmat-e dushvaar-pasand
hujuum-e ;gam
hujuum-e ashk
hujuum-e dard-e ;gariibii
hujuum-e giryah
hujuum-e naa-umiidii
hujuum-e naalah
i((jaaz-e havaa-e .saiqal
i((jaaz-e masii;haa
i((tibaar-e ((ishq
i((tibaar-e na;gmah
i((timaad-e dil
i((timaad-e vafaa-daarii
i;xfaa-e ;haal
ibn-e maryam
ijaazat-e tasliim-e hosh
iltifaat-e naaz
imtiyaaz-e naaqi.s-o-kaamil
inti:zaar-e .said
inti:zaar-e saa;gar
iqbaal-e ranjuurii
iqliim-e ulfat
ja;zb-e dil
ja;zb-e mu;habbat
ja;zbah-e be-i;xtiyaar-e shauq
ja;zbah-e dil
jaa-e ;xandah
jaa-e dahan
jaa-e mai
jaa;n-daadah-e havaa-e sar-e rah-guzaar
jaa;n-gudaazii-e qahr-o-((ataab
jaadaad-e baadah-noshii-e rindaa;n
jaadah-e .sa;hraa-e junuu;n
jaadah-e raah-e fanaa
jaadah-e raah-e vafaa
jaadah-e rah
jaadah-e sar-manzil-e taqv;aa
jaagiir-e samandar
jaam-e jam
jaam-e mai
jaam-e safaal
jaam-e vaazh-guu;n
jaam-e zumurrud
jaamah-e a;hraam
jaan-e asad
jahaan-e ;xaraab
jalvah-e ;husn-e ;gayuur
jalvah-e barq-e fanaa
jalvah-e biinish
jalvah-e gul
jalvah-e mauj-e sharaab
jalvah-e tim;saal
jalvah-rezii-e baad-o-bah
jalvah-zaar-e aatish-e doza;x
jamaal-e dil-furoz
jannat-e nigaah
jaraa;hat-e dil
jaraa;hat-e paikaa;n
jauhar-e aa))iinah-e zaanuu
jauhar-e aa))inah
jauhar-e andeshah
jauhar-e bedaad
jauhar-e te;g
javaahir-e :tarf-e kulah
jeb-e ;xayaal
jigar-e la;xt-la;xt
jigar-e tishnah-e aazaar
jigar-tishnah-e faryaad
jigar-tishnah-e naaz
josh-e ashk
josh-e baadah
josh-e bahaar
josh-e giryah
josh-e gul
josh-e junuu;n
josh-e junuun-e ((ishq
josh-e qada;h
josh-e rashk
joshish-e fa.sl-e bahaarii
junbish-e jauhar
junbish-e lab
junuun-e ((ishq
junuun-e naa-rasaa
junuun-e saa;xtah-o-fa.sl-e gul
junuun-e shauq
jur))at-e faryaad
juu-e ;xuu;n
juu-e shiir
juuyaa-e za;xm-e kaarii
juzv-e a((:zam
ka;srat-aaraa))ii-e va;hdat
ka;srat-e ;gam
ka;srat-e na:z:zaarah
kaa;ga;z-e aatish-zadah
kaakul-e sar-kash
kaalbud-e .suurat-e diivaar
kaam-e nihang
kaar-gaah-e hastii
kaasah-e garduu;n
kaav-kaav-e sa;xt-jaaniihaa-e tanhaa))ii
kabaab-e dil-e samandar
kaf-e ;xaak
kaf-e ;xaakistar-o-bulbul
kaf-e ;xas
kaf-e afsos
kaf-e har
kaf-e qaatil
kaf-e sailaab
kafiil-e ((umr-o-asad
kaifiyyat-e shaadii
kamaal-e garmii-e sa((ii-e talaash-e diid
kamand-e shikaar-e a;sar
kamiin-e be-zabaanii
kasb-e rang-e furo;g
kashaakash'haa-e hastii
kashaakash-e ;gam-e pinhaa;n
kashash-e kaaf-e karam
kashmakash-e chaarah-e za;hmat
kashmakash-e naz((
kaukabah-e shahryaar
kinaar-e ba;hr
koh-e :tuur
korii-e dil-o-chashm-e raqiib
kotaahii-e nashv-o-numaa
kotaahii-e qismat
kulfat-e ;xaa:tir
kulfat-e afsurdagii
kungur-e isti;gnaa
kunj-e qafas
kushaad-e ;xaa:tir-e vaa-bastah
kushaad-o-bast-e mizhah
kushtah-e dushman
kushtah-e la((l-e butaa;n
kuu-e dost
kuu-e yaar
la:tmah-e mauj
la;xt-e jigar
la;z;zat-e ;xvaab-e sa;har
la;z;zat-e alam
la;z;zat-e faraa;g
la;z;zat-e resh-e jigar
la;z;zat-e sang
laa))iq-e ta((ziir
laaf-e tamkii;n
