urdu,transliteration,count
زخمی,za;xmii,2
دراز,daraaz,2
اعجازِ,i((jaaz-e,2
موے,muu-e,2
ستم گر,sitam-gar,2
تمکیں,tamkii;n,2
لیوے,leve,2
کوثر,kau;sar,2
حوصلہ,;hau.slah,2
بناؤ,banaa))o,2
جاں گداز,jaa;n-gudaaz,2
گرہ,girah,2
کاروبار,kaar-o-baar,2
شکل,shakl,2
جن,jin,2
بساط,bisaa:t,2
کہیں‌گے,kahe;nge,2
بتلاؤ,batlaa))o,2
کماں,kamaa;n,2
کشتہِ,kushtah-e,2
سرمہ,surmah,2
عاجز,((aajiz,2
خوں فشاں,;xuu;n-fishaa;n,2
پیتے,piite,2
اغیار,a;gyaar,2
کمیں,kamii;n,2
فگار,figaar,2
مانند,maanind,2
دشنہ,dashnah,2
پاتے,paate,2
بڑھ,ba;rh,2
زلیخا,zulai;xaa,2
شاخِ,shaa;x-e,2
شاہدِ,shaahid-e,2
رنداں,rindaa;n,2
نشاں,nishaa;n,2
آؤ,aa))o,2
نسبت,nisbat,2
نا داں,naa-daa;n,2
الم,alam,2
ستمہاے,sitamhaa-e,2
تھک,thak,2
تحفہ,tu;hfah,2
صیّاد,.sayyaad,2
نیازِ,niyaaz-e,2
قبلہِ,qiblah-e,2
مے کشی,mai-kashii,2
دیدارِ,diidaar-e,2
درویش,darvesh,2
نا رسا,naa-rasaa,2
زور,zor,2
آشفتہ بیانی,aashuftah-bayaanii,2
مہِ,mah-e,2
شیوہ,shevah,2
دیکھیں,dekhe;n,2
پوچھیں,puuchhe;n,2
مجلس,majlis,2
ضامن,.zaamin,2
حلقہ,;halqah,2
قولِ,qaul-e,2
غنیمت,;ganiimat,2
طرفِ,:tarf-e,2
بے وفائی,be-vafaa))ii,2
زہر,zahr,2
ناگہاں,naagahaa;n,2
الجھتے,ulajhte,2
بہارِ,bahaar-e,2
کلفتِ,kulfat-e,2
ثابت,;saabit,2
دلدار,dildaar,2
جاۓگی,jaa))egii,2
بزم آرائیاں,bazm-aaraa))iyaa;n,2
بینا,biinaa,2
قبول,qabuul,2
قہر,qahr,2
آوارگی,aavaaragii,2
کھڑے,kha;re,2
میرزا,miirzaa,2
حضرت,;ha.zrat,2
بولا,bolaa,2
چھوڑی,chho;rii,2
حلقے,;halqe,2
غرض,;gara.z,2
غمزہ,;gamzah,2
شوخی,sho;xii,2
گستاخ,gustaa;x,2
لازم,laazim,2
ہنگامِ,hangaam-e,2
طبیعت,:tabii((at,2
کردہ,kardah,2
پے,pai,2
کمالِ,kamaal-e,2
رنگیں,rangii;n,2
غفلت,;gaflat,2
کمر,kamar,2
فرماویں‌گے,farmaave;nge,2
کان,kaan,2
کار,kaar,2
خطِ,;xa:t-e,2
جور,jaur,2
اسیر,asiir,2
نسیم,nasiim,2
زیارت گاہِ,ziyaarat-gaah-e,2
انجمنِ,anjuman-e,2
ضبطِ,.zab:t-e,2
مور,mor,2
اوجِ,auj-e,2
بالش,baalish,2
جلوہ گری,jalvah-garii,2
یارانِ,yaaraan-e,2
روزنِ,rauzan-e,2
عمل,((amal,2
اندھیر,andher,2
انتظارِ,inti:zaar-e,2
مشتاق,mushtaaq,2
غنچہِ,;gunchah-e,2
نا مراد,naa-muraad,2
مرد,mard,2
دیکھے,dekhe,2
رہگزر,rahguzar,2
سیاہ,siyaah,2
عاشقِ,((aashiq-e,2
مبادا,mabaadaa,2
اچّھوں,achchho;n,2
جستہ,jastah,2
نقشہ,naqshah,2
جنسِ,jins-e,2
جتنے,jitne,2
نبردِ,nabard-e,2
بو ال ہوس,buu-ul-havas,2
دھرا,dharaa,2
وہاں,vahaa;n,2
ووہی,vohii,2
ٹپکا,;tapkaa,2
بھاگیں‌گے,bhaage;nge,2
برگِ,barg-e,2
بہانہِ,bahaanah-e,2
بیگانگی,begaanagii,2
ملا,milaa,2
تقریب,taqriib,2
توبہ,taubah,2
التفات,iltifaat,2
احرام,a;hraam,2
عجزِ,((ajz-e,2
غزل,;gazal,2
غیب,;gaib,2
شرما,sharmaa,2
سایے,saaye,2
پر خار,pur-;xaar,2
سنو,suno,2
زیاں,ziyaa;n,2
سنے,sune,2
رزق,rizq,2
رے,re,2
براے,baraa-e,2
مے خانہ,mai-;xaanah,2
بادشاہ,baadshaah,2
حنائی,;hinaa))ii,2
پوچھو,puuchho,2
ہستیِ,hastii-e,2
اعتبارِ,i((tibaar-e,2
تقاضاے,taqaa.zaa-e,2
تغافلہاے,ta;gaafulhaa-e,2
وفاداری,vafaadaarii,2
سو,suu,2
درست,durust,2
آبروے,aabruu-e,2
غزل خوانی,;gazal-;xvaanii,2
چیز,chiiz,2
آزادی,aazaadii,2
شعر,shi((r,2
دکھلائیں,dikhlaa))e;n,2
کھا,khaa,2
کار فرما,kaar-farmaa,2
کہنے,kahne,2
پوچھا,puuchhaa,2
بے سروپا,be-sar-o-paa,2
کاوشِ,kaavish-e,2
وو,vo,2
جاویں‌گے,jaave;nge,2
رونا,ronaa,2
حجاب,;hijaab,2
دیجے,diije,2
شرر,sharar,2
زنہار,zinhaar,2
سراغ,suraa;g,2
جذبِ,ja;zb-e,2
طبع,:tab((a,2
ہنسی,ha;nsii,2
اظہار,i:zhaar,2
چراغانِ,chiraa;gaan-e,2
گدائی,gadaa))ii,2
قدر,qadr,2
تعن,ta((n,2
آئنے,aa))ine,2
ہم آغوشی,ham-aa;goshii,2
روتا,rotaa,2
نقابِ,naqaab-e,2
گفتگو,guftaguu,2
اکثر,ak;sar,2
کاری,kaarii,2
بیٹھیے,bai;thiye,2
رہزن,rahzan,2
تقدیر,taqdiir,2
گم,gum,2
دامانِ,daamaan-e,2
کریں‌گے,kare;nge,2
ہم سفر,ham-safar,2
تہی,tihii,2
پر,pur,2
جستجو,justajuu,2
بے زار,be-zaar,2
خانہ ویرانی,;xaanah-viiraanii,2
ڈرے,;dare,2
کوہ,koh,2
مرگِ,marg-e,2
دل فریبیِ,dil-farebii-e,2
فلکِ,falak-e,2
آسمان,aasmaan,2
غم خواری,;gam-;xvaarii,2
جنبش,junbish,2
گدا,gadaa,2
پیغامِ,pai;gaam-e,2
دعواے,da((vaa-e,2
منّت کشِ,minnat-kash-e,2
استاد,ustaad,2
حضرتِ,;ha.zrat-e,2
راز,raaz,2
سبزہوگل,sabzah-o-gul,2
جواں,javaa;n,2
قصّہ,qi.s.sah,2
گوں,gau;n,2
اتنا,utnaa,2
مصر,mi.sr,2
ڈرتے,;darte,2
موسم,mausam,2
گیتی,giitii,2
تمثال دار,tim;saal-daar,2
گلی,galii,2
آؤں,aa))uu;n,2
لاگ,laag,2
چارہِ,chaarah-e,2
بازارِ,baazaar-e,2
مضامیں,ma.zaamii;n,2
دعویِٰ,da((v;aa-e,2
مکتب,maktab,2
لکھے,likhe,2
کئی,ka))ii,2
عبث,((aba;s,2
روا,ravaa,2
وسعت,vus((at,2
خریدارِ,;xariidaar-e,2
عارف,((aarif,2
بناے,binaa-e,2
حیرتِ,;hairat-e,2
دبستاں,dabistaa;n,2
جنبشِ,junbish-e,2
شہ,shah,2
شے,shai,2
گزر گاہِ,guzar-gaah-e,2
نمایاں,numaayaa;n,2
آہنگِ,aahang-e,2
آئینے,aa))iine,2
خم,;xum,2
ابجد,abjad,2
انساں,insaa;n,2
بدی,badii,2
ہنگامہ,hangaamah,2
لی,lii,2
صیدِ,.said-e,2
مسیحا,masii;haa,2
بری,burii,2
رونق,raunaq,2
امکاں,imkaa;n,2
چلا,chalaa,2
تقصیر,taq.siir,2
پیشتر,peshtar,2
بہم,baham,2
نظّارہِ,na:z:zaarah-e,2
فرد,fard,2
فصل,fa.sl,2
بتاؤ,bataa))o,2
تلافی,talaafii,2
پریشانیِ,pareshaanii-e,2
کسلیے,kisliye,2
جاری,jaarii,2
سر نوشت,sar-navisht,2
سپاسِ,sipaas-e,2
ساز,saaz,2
سات,saat,2
سال,saal,2
لڑائی,la;raa))ii,2
نخوت,na;xvat,2
دائم,daa))im,2
خورشید,;xvurshiid,2
قابل,qaabil,2
بگڑ,biga;r,2
خیاباں,;xiyaabaa;n,2
ثواب,;savaab,2
لگاؤ,lagaa))o,2
شرر بار,sharar-baar,2
ملنے,milne,2
نویدِ,naved-e,2
اٹھتی,u;thtii,2
نشانی,nishaanii,2
اسبابِ,asbaab-e,2
کھاتے,khaate,2
سمندر,samandar,2
کھائی,khaa))ii,2
صبر آزما,.sabr-aazmaa,2
کنجِ,kunj-e,2
ساماں,saamaa;n,2
لینے,lene,2
تمنّاے,tamannaa-e,2
بے محابا,be-mu;haabaa,2
نخچیر,na;xchiir,2
اشک باری,ashk-baarii,2
گریے,girye,2
مژدہِ,muzhdah-e,2
دریغ,dare;g,2
آشفتہ سر,aashuftah-sar,2
مال,maal,2
مان,maan,2
دھوئے,dho))e,2
قفلِ,qufl-e,2
جاناں,jaanaa;n,2
آیے,aaye,2
باتیں,baate;n,2
نا تمامی,naa-tamaamii,2
مقدّمہ,muqaddamah,2
آویں,aave;n,2
رکھتی,rakhtii,2
ستائے,sataa))e,2
آزمانے,aazmaane,2
خوفِ,;xauf-e,2
بختِ,ba;xt-e,2
شکلِ,shakl-e,2
زمین,zamiin,2
کوچہِ,kuuchah-e,2
اڑتے,u;rte,2
روکا,rokaa,2
جلا,jalaa,2
اصلِ,a.sl-e,2
اعتمادِ,i((timaad-e,2
خاموشی,;xaamoshii,2
کاش کے,kaash-ke,2
جہاں تاب,jahaa;n-taab,2
گریزاں,gurezaa;n,2
مند,mu;nd,2
نافِ,naaf-e,2
غم خوارِ,;gam-;xvaar-e,2
دیدہ,diidah,2
مژدہ,muzhdah,2
ناوکِ,naavuk-e,2
کدھر,kidhar,2
برائی,buraa))ii,2
ہنس,ha;ns,2
بلائے,bulaa))e,2
الف,alif,2
آتش زدہ,aatish-zadah,2
پاسباں,paasbaa;n,2
طرّہِ,:turrah-e,2
دیکھی,dekhii,2
قدِ,qad-e,2
ٹپکے,;tapke,2
کمال,kamaal,2
لکھوائے,likhvaa))e,2
فرق,farq,2
مہر,mihr,2
ہزاروں,hazaaro;n,2
پوچھتے,puuchhte,2
رنجور,ranjuur,2
چپکے,chupke,2
اٹھانے,u;thaane,2
پاک,paak,2
فیضِ,fai.z-e,2
شرارِ,sharaar-e,2
حشر,;hashr,2
درمیاں,darmiyaa;n,2
خستہ,;xastah,2
آزاد,aazaad,2
مقدور,maqduur,2
مفت,muft,2
بے نیازی,be-niyaazii,2
بیوفا,bevafaa,2
توسن,tausan,2
سنی,sunii,2
تشنہِ,tishnah-e,2
حزیں,;hazii;n,2
پیکرِ,paikar-e,2
فراغ,faraa;g,2
عید,((iid,2
شرمندہ,sharmindah,2
رفو,rafuu,2
با,baa,2
آدم,aadam,2
بہرِ,bahr-e,2
سچ,sach,2
اچّھے,achchhe,2
حور,;huur,2
علی,((alii,2
آباد,aabaad,2
کھودنے,khodne,2
مسجد,masjid,2
آہِ,aah-e,2
خمِ,;xum-e,2
پیتا,piitaa,2
اشارہ,ishaarah,2
بودا,bodaa,2
روبرو,ruubaruu,2
آئنہ سیما,aa))inah-siimaa,2
غارت گرِ,;gaarat-gar-e,2
خوے,;xuu-e,2
بت,but,2
ناموسِ,naamuus-e,2
دینے,dene,2
فراقِ,firaaq-e,2
بھیس,bhes,2
جلتا,jaltaa,2
دکھا,dikhaa,2
رقیبوں,raqiibo;n,2
شرمِ,sharm-e,2
چال,chaal,2
بسترِ,bistar-e,2
دہاں,dahaa;n,2
آئیں,aa))e;n,2
گزرا,guzraa,2
بیمارِ,biimaar-e,2
دیواروں,diivaaro;n,2
فتنہ,fitnah,2
حذر,;ha;zar,2
بنائے,banaa))e,2
منفعل,munfa((il,2
عارِ,((aar-e,2
شاد,shaad,2
کہانی,kahaanii,2
شام,shaam,2
حرفِ,;harf-e,2
مہرووفا,mihr-o-vafaa,2
گلولالہ,gul-o-laalah,2
کاغذ,kaa;ga;z,2
خرام,;xiraam,2
سمجھتا,samajhtaa,2
کاشانے,kaashaane,2
رخِ,ru;x-e,2
ڈالا,;daalaa,2
بے قرار,be-qaraar,2
یک بیاباں,yak-bayaabaa;n,2
ودیعتِ,vadii((at-e,2
استوار,ustuvaar,2
سرد,sard,2
راز داں,raaz-daa;n,2
رحمت,ra;hmat,2
رشتہ,rishtah,2
اسد ال لیٰہ,asad-ul-l;aah,2
غش,;gash,2
خور,;xvur,2
ہیولیٰ,hayuul;aa,2
پھوڑنا,pho;rnaa,2
وفاے,vafaa-e,2
طوق,:tauq,2
غم خوار,;gam-;xvaar,2
پئے,pa))e,2
دشمنِ,dushman-e,2
تندیِ,tundii-e,2
سمجھو,samjho,2
ہاتھوں,haatho;n,2
ناموس,naamuus,2
بے پروا,be-parvaa,2
دوش,dosh,2
جوششِ,joshish-e,2
ڈال,;daal,2
برسات,barsaat,2
تاک,taak,2
یعقوب,ya((quub,2
آب گینہ,aab-giinah,2
دشت نوردی,dasht-navardii,2
ساکنانِ,saakinaan-e,2
شیرازہ,shiiraazah,2
اتر,utar,2
زمرّد,zumurrud,2
تیشے,teshe,2
سیلِ,sail-e,2
مٹے,mi;te,2
رکھیو,rakhyo,2
دیں‌گے,de;nge,2
کاغذِ,kaa;ga;z-e,2
شاہِ,shaah-e,2
بتلا,batlaa,2
آشفتگی,aashuftagii,2
ہلاکِ,halaak-e,2
اصل,a.sl,2
لالہ کاری,laalah-kaarii,2
سودا,saudaa,2
کھینچتا,khe;nchtaa,2
لکھیں‌گے,likhe;nge,2
آرائشِ,aaraa))ish-e,2
پتا,pataa,2
منظر,man:zar,2
سبحہِ,sub;hah-e,2
گناہوں,gunaaho;n,2
وبالِ,vabaal-e,2
چھٹا,chhu;taa,2
نمود,namuud,2
ہم سا,ham-saa,2
نئے,na))e,2
الجھا,uljhaa,2
صرف,.sirf,2
پی,pii,2
گناہ,gunaah,2
کاوشہاے,kaavish'haa-e,2
لیں,le;n,2
حسد,;hasad,2
دو عالم,do-((aalam,2
قلزمِ,qulzum-e,2
اگلے,agle,2
پھریں,phire;n,2
سرمے,surme,2
برہمن,barahman,2
کہن,kuhan,2
آبلوں,aabilo;n,2
عداوت,((adaavat,2
عبادت,((ibaadat,2
چھوڑ,chho;r,2
پلا,pilaa,2
پروا,parvaa,2
بد نام,bad-naam,1
شگفتگی,shiguftagii,1
رنگوسازہا,rang-o-saaz'haa,1
خوں غلتیدنِ,;xuu;n-;galtiidan-e,1
عرق,((araq,1
گومگو,gomago,1
دانتوں,daa;nto;n,1
بھاگنے,bhaagne,1
خوب رویوں,;xuub-ruuyo;n,1
خورشید جمال,;xvurshiid-jamaal,1
وضعِ,va.z((-e,1
پہنچے,pahu;nche,1
نعمت,ni((mat,1
کھوئے,kho))e,1
اوج,auj,1
کھلے,khule,1
حناے,;hinaa-e,1
سر گشتگی,sar-gashtagii,1
بت کدے,but-kade,1
ماتم,maatam,1
گرفتاری,giriftaarii,1
ہں,hu;n,1
پھوڑ,pho;r,1
بیمِ,biim-e,1
خیر,;xair,1
نجفوطوفِ,najaf-o-:tauf-e,1
کھپاتا,khapaataa,1
ریشہ دوانی,reshah-davaanii,1
کھایا,khaayaa,1
اعظم,a((:zam,1
ناقصوکامل,naaqi.s-o-kaamil,1
سیکھے,siikhe,1
پھرتی,phirtii,1
حیلے,;hiile,1
التجا,iltijaa,1
ظاہرً,:zaahira:n,1
دیوار جو,diivaar-juu,1
اردی,urdii,1
اتنے,utne,1
ملتیں,millate;n,1
قدم بوس,qadam-bos,1
شگفتن ہا,shuguftan-haa,1
مجنونِ,majnuun-e,1
الفطہاے,ulfa:t'haa-e,1
عرصہِ,((ar.sah-e,1
جفائیں,jafaa))e;n,1
نزاکت,nazaakat,1
خانہ ویراں سازیِ,;xaanah-viiraa;n-saazii-e,1
رہبرِ,rahbar-e,1
ماتم خانہ,maatam-;xaanah,1
خو,;xo,1
اکبر,akbar,1
چھپانے,chhupaane,1
آتشیں,aatishii;n,1
بھرم,bharam,1
صلح,.sul;h,1
جنوں جولاں,junuu;n-jaulaa;n,1
فضولوجرئتِ,fu.zuul-o-jur))at-e,1
کل,kul,1
زندہ,zindah,1
کالبدِ,kaalbud-e,1
وا بستہِ,vaa-bastah-e,1
پیامِ,payaam-e,1
ارزانی,arzaanii,1
خفقانی,;xafaqaanii,1
بے ننگونام,be-nang-o-naam,1
لیجو,liijo,1
کاٹے,kaa;te,1
ضوقِ,.zauq-e,1
رخسارِ,ru;xsaar-e,1
پھرنے,phirne,1
حجرہ,;hujrah,1
بے شانہِ,be-shaanah-e,1
خموشیوں,;xamoshiyo;n,1
شہنشاہِ,shahinshaah-e,1
مجبور,majbuur,1
سناؤں,sunaa))uu;n,1
تھما,thamaa,1
مرغ,mur;g,1
گفتگو,guftago,1
زندانیوں,zindaaniyo;n,1
خستہ تن,;xastah-tan,1
گرہِ,girah-e,1
لٹاتا,lu;taataa,1
حاجات,;haajaat,1
گھبراویں‌گے,ghabraave;nge,1
اقبالِ,iqbaal-e,1
بے خودوں,be-;xvudo;n,1
ہما,humaa,1
نظّارہوخیال,na:z:zaarah-o-;xayaal,1
دلومژگاں,dil-o-mizhgaa;n,1
بہ ذرّہ,bah-;zarrah,1
بیربطیِ,berab:tii-e,1
آرزوئیں,aarzuu))e;n,1
سنگ دل,sang-dil,1
بادہ نوشیِ,baadah-noshii-e,1
طراوتِ,:taraavat-e,1
سر گرانی,sar-giraanii,1
منّت,minnat,1
تیغ آزما,te;g-aazmaa,1
رودادِ,ruudaad-e,1
پرہیز,parhez,1
ہیہات,haihaat,1
تاکے,taake,1
وفورِ,vufuur-e,1
مقصد,maq.sad,1
تونبے,tuu;nbe,1
بادہ نوشی,baadah-noshii,1
شرطِ,shar:t-e,1
ستم کش,sitam-kash,1
التہاب,iltihaab,1
پیالہوساغر,piyaalah-o-saa;gar,1
دوڑائے,dau;raa))e,1
کشادِ,kushaad-e,1
گھسےگا,ghisegaa,1
اشارا,ishaaraa,1
تھوڑی,tho;rii,1
بازیچہِ,baaziichah-e,1
ہرزہ,harzah,1
بھوکے,bhuuke,1
اشارت,ishaarat,1
نیلی فام,niilii-faam,1
محمل,ma;hmil,1
نقصاں,nuq.saa;n,1
پھول,phuul,1
طرّہ,:turrah,1
سینکڑوں,sai;nk;ro;n,1
غریب نواز,;gariib-navaaz,1
دفن,dafn,1
آئنہ داریِ,aa))inah-daarii-e,1
استغناے,isti;gnaa-e,1
ضامنِ,.zaamin-e,1
لبودنداں,lab-o-dandaa;n,1
ریختہ,re;xtah,1
سطحِ,sa:t;h-e,1
اڑا,u;raa,1
حیاتِ,;hayaat-e,1
طوفانیِ,:tuufaanii-e,1
دست گیری,dast-giirii,1
آئیو,aa))iyo,1
متقابل,mutaqaabil,1
حکمت,;hikmat,1
کشایش,kushaayish,1
کہنا,kahnaa,1
جزا,jazaa,1
مشکلِ,mushkil-e,1
دلودل,dil-o-dil,1
اختلاط,i;xtilaa:t,1
بالشِ,baalish-e,1
الٹا,ul;taa,1
قدرتِ,qudrat-e,1
بے دماغی,be-dimaa;gii,1
شستِ,shast-e,1
پروازِ,parvaaz-e,1
پڑھ,pa;rh,1
منکرِ,munkar-e,1
نا کامی,naa-kaamii,1
نکلتے,nikalte,1
فروع,furuu((,1
لگ,lag,1
صریرِ,.sariir-e,1
اقلیم,iqliim,1
لت,lat,1
رنگیں نوائی,rangii;n-navaa))ii,1
سمجھیں,samjhe;n,1
آستیں,aastii;n,1
اجازت,ijaazat,1
نصیرِ,na.siir-e,1
رستا,rastaa,1
نشانِ,nishaan-e,1
سبقِ,sabaq-e,1
غریبی,;gariibii,1
اٹھیں‌گے,u;the;nge,1
دارورسن,daar-o-rasan,1
آسائش,aasaa))ish,1
در پردہ,dar-pardah,1
کھینچونگا,khe;nchuu;ngaa,1
بے کفن,be-kafan,1
بچیں,bache;n,1
نہی,nahii,1
بے گنہ کشوحق,be-gunah-kush-o-;haq,1
شبوروزوماہوسال,shab-o-roz-o-maah-o-saal,1
رہگزار,rahguzaar,1
رہ گزار,rah-guzaar,1
تماشائی,tamaashaa))ii,1
دیجیو,diijiyo,1
پرزے,purze,1
دیجیے,diijiye,1
خود بینوخود آرا,;xvud-biin-o-;xvud-aaraa,1
نومید,naumed,1
ترستا,tarastaa,1
شکوہ سنجِ,shikvah-sanj-e,1
پوچھوں,puuchhuu;n,1
دیں,de;n,1
انتضار,inti.zaar,1
چھوڑے,chho;re,1
ادراک,idraak,1
دو نیم,do-niim,1
مقدارِ,miqdaar-e,1
وا رستہ,vaa-rastah,1
چھوڑو,chho;ro,1
رضامند,ra.zaamand,1
فانوس,faanuus,1
سحری,sa;harii,1
افشردہِ,afshardah-e,1
اندیشے,andeshe,1
کنارے,kinaare,1
انتظام,inti:zaam,1
سنجاب,sanjaab,1
ختم,;xatm,1
شرار,sharaar,1
سوارِ,savaar-e,1
مے کش,mai-kash,1
بنتے,bante,1
بندھے,ba;ndhe,1
بجھتے,bujhte,1
پھرو,phiro,1
گراں نشیں,giraa;n-nishii;n,1
آبادِ,aabaad-e,1
آہو,aahuu,1
نسخہِ,nus;xah-e,1
ہدیہ,hadyah,1
نوید,naviid,1
بلاتا,bulaataa,1
عیشوجاہ,((aish-o-jaah,1
رہزنی,rahzanii,1
لپٹا,lip;taa,1
بخیے,ba;xye,1
سوختہ,so;xtah,1
قناعت,qanaa((at,1
جاں سپاری,jaa;n-sipaarii,1
جانیے,jaaniye,1
طومارِ,:tuumaar-e,1
رہنا,rahnaa,1
دستوپا,dast-o-paa,1
سوتا,sotaa,1
مناجات,munaajaat,1
خداوندِ,;xudaavand-e,1
معاشِ,ma((aash-e,1
پہنچ,pahu;nch,1
سہل,sahl,1
ہم سایے,ham-saaye,1
اعتماد,i((timaad,1
صحرا نورد,.sa;hraa-navard,1
رتبے,rutbe,1
صورتیں,.suurate;n,1
فرماؤ,farmaa))o,1
قائل,qaa))il,1
خسّت,;xissat,1
کامودہن,kaam-o-dahan,1
پے روی,pai-ravii,1
لڑتے,la;rte,1
ملک ال موت,malak-ul-maut,1
راکھ,raakh,1
گزرتے,guzarte,1
بھولے,bhuule,1
یک کف,yak-kaf,1
اٹھیے,u;thye,1
مضطرب,mu.z:tarib,1
اڑانے,u;raane,1
دھمکی,dhamkii,1
دکانِ,dukaan-e,1
تصوّف,ta.savvuf,1
دل بری,dil-barii,1
جگر خراش,jigar-;xaraash,1
شادابِ,shaadaab-e,1
تند,tund,1
سر انگشتِ,sar-angusht-e,1
ستارے,sitaare,1
دل دار,dil-daar,1
طوطیِ,:tuu:tii-e,1
اعتدال,i((tidaal,1
جمعیّتِ,jam((iyyat-e,1
وا شدِ,vaa-shud-e,1
بے سوال,be-savaal,1
خیر باد,;xair-baad,1
شیریں بیانی,shiirii;n-bayaanii,1
فساں,fasaa;n,1
تہمت,tuhmat,1
وکیل,vakiil,1
بے دروازہ,be-darvaazah,1
جاں ستاں تر,jaa;n-sitaa;n-tar,1
پیر,piir,1
صور,.suur,1
حسین,;husain,1
نیشتر,neshtar,1
بے چین,be-chain,1
آزادوں,aazaado;n,1
طبعِ,:tab((-e,1
مے پرستی,mai-parastii,1
خجالت,;xajaalat,1
قیمتِ,qiimat-e,1
رو,rau,1
لہنا,lahnaa,1
بھرے,bhare,1
عمرواسد,((umr-o-asad,1
شرم سار,sharm-saar,1
گزرتا,guzartaa,1
اتّفاقی,ittifaaqii,1
نمودِ,numuud-e,1
سرمہِ,surmah-e,1
دامن افشانی,daaman-afshaanii,1
لالہ زار,laalah-zaar,1
قدح خوار,qada;h-;xvaar,1
دام گاہ,daam-gaah,1
وجہ,vaj'h,1
مکوکب,mukaukab,1
قدوگیسو,qad-o-gesuu,1
آزارِ,aazaar-e,1
نیستاں,nayastaa;n,1
دوریِ,duurii-e,1
شرابِ,sharaab-e,1
بندھا,ba;ndhaa,1
موسمِ,mausam-e,1
پاس باں,paas-baa;n,1
آئنہ دار,aa))inah-daar,1
دشواریِ,dushvaarii-e,1
مقدّر,muqaddar,1
شگفتہ,shiguftah,1
مینائی,miinaa))ii,1
بے شرابودلِ,be-sharaab-o-dil-e,1
تہمتیں,tuhmate;n,1
زحمت,za;hmat,1
نالہ فرسائی,naalah-farsaa))ii,1
بے عشق,be-((ishq,1
نیم غمزہ,niim-;gamzah,1
تفرقہ,tafriqah,1
وفادار,vafaadaar,1
نیامِ,niyaam-e,1
لڑکوں,la;rko;n,1
ماندگی,maa;ndagii,1
ریشگی,reshagii,1
دھوتا,dhotaa,1
سفرِ,safar-e,1
حکایتِ,;hikaayat-e,1
عرصے,((ar.se,1
بگڑتا,biga;rtaa,1
فسوں گر,fusuu;n-gar,1
خانہ زادِ,;xaanah-zaad-e,1
ایمانوآگہی,iimaan-o-aagahii,1
مطرب,mu:trib,1
کاکلِ,kaakul-e,1
چلی,chalii,1
بیانِ,bayaan-e,1
مجموعہِ,majmuu((ah-e,1
بنایا,banaayaa,1
رخشِ,ra;xsh-e,1
وحشتوشیفتہ,va;hshat-o-sheftah,1
بے پردہ,be-pardah,1
شکار,shikaar,1
سلوانے,silvaane,1
سامان,saamaan,1
لحظہ,la;h:zah,1
شیشہِ,shiishah-e,1
قتل گہِ,qatl-gah-e,1
مغنّیِ,mu;gannii-e,1
مخالف,mu;xaalif,1
بک,bak,1
ستم زدگاں,sitam-zadagaa;n,1
مصوّری,mu.savvarii,1
بینائی,biinaa))ii,1
کٹتی,ka;ttii,1
بے مے,be-mai,1
گالیوں,gaaliyo;n,1
سلیماں,sulaimaa;n,1
جمشید,jamshed,1
بید,bed,1
قویٰ,quv;aa,1
جاں فزا,jaa;n-fizaa,1
بیقراری,beqaraarii,1
حرام,;haraam,1
بیٹھ,bai;th,1
سونپی,sau;npii,1
محو,ma;hv,1
شہپرِ,shahpar-e,1
شیوہِ,shevah-e,1
پیری,piirii,1
کبابِ,kabaab-e,1
عیادت,((iyaadat,1
گوہر فروش,gauhar-farosh,1
نزع,naz((a,1
خواستہ,;xvaastah,1
یہاں,yahaa;n,1
دوڑتے,dau;rte,1
گزرتی,guzartii,1
چھٹ,chhu;t,1
حریف,;hariif,1
مہینے,mahiine,1
گہوارہ جنبانی,gahvaarah-junbaanii,1
لکد کوبِ,lakad-kob-e,1
ازل,azal,1
کفر,kufr,1
علاوہ,((alaavah,1
اوروں,auro;n,1
دبی,dabii,1
پری,parii,1
دجلہ,dijlah,1
جلوہ فرمائی,jalvah-farmaa))ii,1
نہالی,nihaalii,1
دردوالم,dard-o-alam,1
بدلنے,badalne,1
آشفتہ سروں,aashuftah-saro;n,1
مجلس فروزِ,majlis-furoz-e,1
وجودوعدم,vujuud-o-((adam,1
خیالی,;xayaalii,1
پتے,pate,1
مرتبہ,martabah,1
مٹتا,mi;ttaa,1
مائدہِ,maa))idah-e,1
حسبِ,;hasb-e,1
ساماں طرازِ,saamaa;n-:taraaz-e,1
نطق,nu:tq,1
گرنی,girnii,1
پِ,pa-e,1
زماں,zamaa;n,1
صفِ,.saf-e,1
روئیے,ro))iye,1
مقامِ,maqaam-e,1
دل فروز,dil-furoz,1
وفا خوردگاں,vafaa-;xvurdagaa;n,1
بد مستیِ,bad-mastii-e,1
اورنگِ,aurang-e,1
دلوجاں,dil-o-jaa;n,1
پینس,piinas,1
منحرف,mun;harif,1
جلوہہاے,jalvah'haa-e,1
دستوبازو,dast-o-baazuu,1
بے اختیارِ,be-i;xtiyaar-e,1
خوں ناب,;xuu;n-naab,1
کسو,kisuu,1
آرزوے,aarzuu-e,1
پیٹوں,pii;tuu;n,1
بے جرم,be-jurm,1
بے صدا,be-.sadaa,1
کھاؤں,khaa))uu;n,1
کافر,kaafar,1
ذلت,;zillat,1
پریشانیاں,pareshaaniyaa;n,1
جلوہ زارِ,jalvah-zaar-e,1
پکڑا,pak;raa,1
کشورِ,kishvar-e,1
