urdu,transliteration,count
نسایمے ماصر,nasiim-e mi.sr,1
ساوے وادایے مجناون,suu-e vaadii-e majnuu;n,1
جاوشے جاناون,josh-e junuu;n,1
شمعے سایہ خانہے لاےلیٰ,sham((-e siyah-;xaanah-e lail;aa,1
راو کشے خوارشایدے عالم تاب,ruu-kash-e ;xvurshiid-e ((aalam-taab,1
تنے نازاک,tan-e naazuk,1
خانہے مجناونے صحرا گرد,;xaanah-e majnuun-e .sa;hraa-gard,1
بجاے دانہ,bajaa-e daanah,1
حاسنے فاراوغے شمعے ساخن,;husn-e furo;g-e sham((-e su;xan,1
ہوسے زر,havas-e zar,1
چارہے غمے الفت,chaarah-e ;gam-e ulfat,1
حسرتے پروانہ,;hasrat-e parvaanah,1
نوحہے غم,nau;hah-e ;gam,1
ساودے چاراغے کاشتہ,suud-e chiraa;g-e kushtah,1
حوالے باتان,a;hvaal-e butaa;n,1
ناگہے دایدہے تصوایر,nigah-e diidah-e ta.sviir,1
بہرے مالاقات,bahr-e mulaaqaat,1
تیغے تیزے عاریان,te;g-e tez-e ((uryaa;n,1
سروے سبزے جاوئابارے نغمہ,sarv-e sabz-e juu))ibaar-e na;gmah,1
گالے تر,gul-e tar,1
غمے اوارگایہاے صبا,;gam-e aavaaragiihaa-e .sabaa,1
جزاے داو عالم دشت,ajzaa-e do-((aalam-dasht,1
بی خوادایے عاےشے مقدمے ساےلاب,be-;xvudii-e ((aish-e maqdam-e sailaab,1
خامہے ماژگان,;xaamah-e mizhgaa;n,1
راہے کاوے یار,raah-e kuu-e yaar,1
عاذرے مستای,((u;zr-e mastii,1
تیغے ساتم,te;g-e sitam,1
گداے کاوچہے ماے خانہ,gadaa-e kuuchah-e mai-;xaanah,1
جلوہے حاسنے غیاور,jalvah-e ;husn-e ;gayuur,1
راوے سافرہ,ruu-e sufrah,1
ابراوے شیوہے ہلے نظر,aabruu-e shevah-e ahl-e na:zar,1
صاورتے قافلے بجد,.suurat-e qufl-e abjad,1
مہے خوارشاید جمال,mah-e ;xvurshiid-jamaal,1
زاینتے جیبے کفن,ziinat-e jeb-e kafan,1
موجے ہستای,mauj-e hastii,1
بازایچہے طفال,baaziichah-e a:tfaal,1
ساراغے تفے نالہ,suraa;g-e taf-e naalah,1
صرصرے شوق,.sar.sar-e shauq,1
باساطے صاحبتے حباب,bisaa:t-e .su;hbat-e a;hbaab,1
چاکے جاگر,chaak-e jigar,1
شرطے استاوارای,shar:t-e ustuvaarii,1
جادہے راہے وفا,jaadah-e raah-e vafaa,1
ہاجاومے نالہ,hujuum-e naalah,1
نواہاے راز,navaahaa-e raaz,1
شاہے داین دار,shaah-e dii;n-daar,1
رہزنے تمکاینوہاوش,rahzan-e tamkiin-o-hosh,1
گارافتارے وفا,giriftaar-e vafaa,1
موجے شفق,mauj-e shafaq,1
گارد بادے رہے بیتابای,gird-baad-e rah-e betaabii,1
بایمارایے غم,biimaarii-e ;gam,1
دہانے ہر,dahaan-e har,1
سعایے بی حاصال,sa((ii-e be-;haa.sil,1
غاےرے گال,;gair-e gul,1
خارے بیابان,;xaar-e bayaabaa;n,1
واصالے یار,vi.saal-e yaar,1
نشّہے فاکرے ساخن,nashshah-e fikr-e su;xan,1
تارے دامنوتارے نظر,taar-e daaman-o-taar-e na:zar,1
نغمہہاے غم,na;gmah'haa-e ;gam,1
مارغے چمن,mur;g-e chaman,1
بخیہے چاکے گریبان,ba;xyah-e chaak-e garebaa;n,1
ضوقے غفلتے ساقای,.zauq-e ;gaflat-e saaqii,1
خامہے مانای,;xaamah-e maanii,1
واسعتے ماے خانہے جاناون,vus((at-e mai-;xaanah-e junuu;n,1
شوقے فاضاولوجارئتے راندانہ,shauq-e fu.zuul-o-jur))at-e rindaanah,1
ذوقے کاواشے ناخان,;zauq-e kaavish-e naa;xun,1
قدرے لبودندان,qadr-e lab-o-dandaa;n,1
باتے بی داد فن,but-e be-daad-fan,1
جاناونے شوق,junuun-e shauq,1
دالے رنجاور,dil-e ranjuur,1
شایشہے ماے,shiishah-e mai,1
رنگے کاغذے اتاش زدہ,rang-e kaa;ga;z-e aatish-zadah,1
ماناندے خاونے بی گانہ,maanind-e ;xuun-e be-gunah,1
وجہے سایہ مستایے ربابے چمن,vaj'h-e siyah-mastii-e arbaab-e chaman,1
قطعے نظر,qa:t((-e na:zar,1
فریادے دالہاے حزاین,faryaad-e dil'haa-e ;hazii;n,1
شاکستے قایمتے دال,shikast-e qiimat-e dil,1
تیغے داو دم,te;g-e do-dam,1
دایوارے چمن,diivaar-e chaman,1
ننگے ساینہ,nang-e siinah,1
جلوہے موجے شراب,jalvah-e mauj-e sharaab,1
ناشانے جاگرے ساوختہ,nishaan-e jigar-e so;xtah,1
مرگے ناگہان,marg-e naagahaa;n,1
ہاجاومے گاریہ,hujuum-e giryah,1
عاقدہے دال,((uqdah-e dil,1
کفے خاک,kaf-e ;xaak,1
وجہے تسلای,vaj'h-e tasallii,1
مانّت کشے گالبانگے تسلای,minnat-kash-e gulbaa;ng-e tasallii,1
فریبے وفا خواردگان,fareb-e vafaa-;xvurdagaa;n,1
صفاے حاےرتے ائاینہ,.safaa-e ;hairat-e aa))iinah,1
صلے شاہاودوشاہادومشہاود,a.sl-e shuhuud-o-shaahid-o-mashhuud,1
سدے خستہ جان,asad-e ;xastah-jaa;n,1
درے عدالتے ناز,dar-e ((adaalat-e naaz,1
صابحے بہارے نظارہ,.sub;h-e bahaar-e na:zaarah,1
راخصتے بیباکایوگاستاخای,ru;x.sat-e bebaakii-o-gustaa;xii,1
ماطرابے ترانہے ہل مان مزاید,mu:trib-e taraanah-e hal-min-maziid,1
خانہے عاشاق,;xaanah-e ((aashiq,1
غارت گرے جانسے وفا,;gaarat-gar-e jins-e vafaa,1
لخّتے ریشے جاگر,la;z;zat-e resh-e jigar,1
بیکسایے عاشق,bekasii-e ((ishq,1
قاےدے حیاتوبندے غم,qaid-e ;hayaat-o-band-e ;gam,1
گال فاشانایہاے نازے جلوہ,gul-fishaaniihaa-e naaz-e jalvah,1
راخے ناگار,ru;x-e nigaar,1
تماشاے بہ,tamaashaa-e bah,1
جاویاے زخمے کارای,juuyaa-e za;xm-e kaarii,1
موجے ناگہ,mauj-e nigah,1
طعنہے غیار,:ta((nah-e a;gyaar,1
ہدفے ناواکے بی داد,hadaf-e naavuk-e be-daad,1
سروبرگے ادراکے معنای,sar-o-barg-e idraak-e ma((nii,1
گرمے نالہہاے شرر بار,garm-e naalah'haa-e sharar-baar,1
محشراستانے بی قرارای,ma;hsharistaan-e be-qaraarii,1
ماژگانے ساوزن,mizhgaan-e sozan,1
سوداے غزل خوانای,saudaa-e ;gazal-;xvaanii,1
صلاے عام,.salaa-e ((aam,1
فرشے شش جاہتے انتاظار,farsh-e shash-jihat-e inti:zaar,1
حلقہے باےراونے در,;halqah-e bairuun-e dar,1
بالاینے یار,baaliin-e yaar,1
بانے ہر,bun-e har,1
ذوقے نظر,;zauq-e na:zar,1
ہنگامہے زباونایے ہامّت,hangaamah-e zabuunii-e himmat,1
دریاے بی تابای,daryaa-e be-taabii,1
عکسے راخ,((aks-e ru;x,1
تلافایے مافات,talaafii-e maafaat,1
رنجے گاران بارایے زنجایر,ranj-e giraa;n-baarii-e zanjiir,1
خانہے مکتب,;xaanah-e maktab,1
خمے دستے نوازاش,;xam-e dast-e navaazish,1
گاوشہے دامن,goshah-e daaman,1
امتایازے ناقاصوکامال,imtiyaaz-e naaqi.s-o-kaamil,1
الاتے ماے کشای,aalaat-e mai-kashii,1
دایدہے عابرت ناگاہ,diidah-e ((ibrat-nigaah,1
طاوفانے امد امدے فصلے بہار,:tuufaan-e aamad-aamad-e fa.sl-e bahaar,1
نجامنے ارزاو,anjuman-e aarzuu,1
ائاینہے بی ماہرایے قاتال,aa))iinah-e be-mihrii-e qaatil,1
بہرے اشایان,bahr-e aashiyaa;n,1
بی ماہرایے یارانے وطن,be-mihrii-e yaaraan-e va:tan,1
قالزامے صرصر,qulzum-e .sar.sar,1
گاورے غرایبان,gor-e ;gariibaa;n,1
وجدے ذوق,vajd-e ;zauq,1
دایدہے نخچایر,diidah-e na;xchiir,1
اعتابارے عاشق,i((tibaar-e ((ishq,1
شبے تنہائای,shab-e tanhaa))ii,1
برے بہار,abr-e bahaar,1
شاخے گال,shaa;x-e gul,1
خاتامے جمشید,;xaatim-e jamshed,1
رازے معشاوق,raaz-e ma((shuuq,1
فاردوسے گاوش,firdaus-e gosh,1
عامرے ورع,((umr-e vara((,1
قاےدے ہستای,qaid-e hastii,1
باتے پاےغارہ جاو,but-e pai;gaarah-juu,1
داودے چاراغے کاشتہ,duud-e chiraa;g-e kushtah,1
تقلایدے تاناک ظرفایے منصاور,taqliid-e tunuk-:zarfii-e man.suur,1
ثرے ابلہ,a;sar-e aablah,1
غمے فرقت,;gam-e farqat,1
جادہے صحراے جاناون,jaadah-e .sa;hraa-e junuu;n,1
اقبالے رنجاورای,iqbaal-e ranjuurii,1
عل؛ای ل رغمے داشمن,((al;ii-al-ra;gm-e dushman,1
قولے حاضاور,qaul-e ;hu.zuur,1
در پے دایوارودر,dar-pa-e diivaar-o-dar,1
زنجایرے راسوائای,zanjiir-e rusvaa))ii,1
تقرایبے سفر,taqriib-e safar,1
کانگارے استاغنا,kungur-e isti;gnaa,1
نقشے ساواےدا,naqsh-e suvaidaa,1
معراضے اظہار,ma((ri.z-e i:zhaar,1
داستانے شوق,daastaan-e shauq,1
عالمے ہستای,((aalam-e hastii,1
سادگای اماوزے باتان,saadagii-aamoz-e butaa;n,1
ساوزے جاوادانایے شمع,soz-e jaavidaanii-e sham((a,1
ناماودے صاور,numuud-e .suvar,1
ذوقے خرابای,;zauq-e ;xaraabii,1
قولے ناساخ,qaul-e naasi;x,1
جانے سد,jaan-e asad,1
فضاے حاےرت,fa.zaa-e ;hairat,1
بالے یک,baal-e yak,1
ہوسے گال,havas-e gul,1
خیالے جلوہے گال,;xayaal-e jalvah-e gul,1
ننگے ساجدہ,nang-e sijdah,1
مہے نخشب,mah-e na;xshab,1
خیالے مرگ,;xayaal-e marg,1
عرضے ہانر,((ar.z-e hunar,1
دامانے باغ بانوکفے گال فراوش,daamaan-e baa;g-baan-o-kaf-e gul-farosh,1
چشمے خرایدار,chashm-e ;xariidaar,1
چشمے تنگ,chashm-e tang,1
اجازتے تسلایمے ہاوش,ijaazat-e tasliim-e hosh,1
غمے زمانہ,;gam-e zamaanah,1
شجرے بید,shajar-e bed,1
اغاوشے گال,aa;gosh-e gul,1
رشکے ہم طرحایودردے ثرے بانگے حزاین,rashk-e ham-:tar;hii-o-dard-e a;sar-e baa;ng-e ;hazii;n,1
شاوخے تاند خاو,sho;x-e tund-;xuu,1
مایناے بی شرابودالے بی ہواے گال,miinaa-e be-sharaab-o-dil-e be-havaa-e gul,1
باتے نازاک بدن,but-e naazuk-badan,1
طراوتے چمنوخاوبایے ہوا,:taraavat-e chaman-o-;xuubii-e havaa,1
باردنے صد,burdan-e .sad,1
کثرت ارائایے وحدت,ka;srat-aaraa))ii-e va;hdat,1
حرایصے لخّتے ازار,;harii.s-e la;z;zat-e aazaar,1
پرتوے خوارشاید,partav-e ;xvurshiid,1
عامرے طبایعای,((umr-e :tabii((ii,1
رنگے تمکاینے گالولالہ,rang-e tamkiin-e gul-o-laalah,1
پاےکرے عاشّاق,paikar-e ((ushshaaq,1
شاورے سوداے خطّوخال,shor-e saudaa-e ;xa:t:t-o-;xaal,1
گنجہاے گاران مایہ,ganj'haa-e giraa;n-maayah,1
بعدے یک,ba((d-e yak,1
صرفے عابادت,.sarf-e ((ibaadat,1
لاطفے جلوہہاے معانای,lu:tf-e jalvah'haa-e ma((aanii,1
حرفے وفا,;harf-e vafaa,1
ماحتاجے حانا,mu;htaaj-e ;hinaa,1
گنجافہ بازے خیال,ganjifah-baaz-e ;xayaal,1
سر نگاشتے حانائای,sar-angusht-e ;hinaa))ii,1
معزاولایے ندازودا,ma((zuulii-e andaaz-o-adaa,1
خانہ زادے زالف,;xaanah-zaad-e zulf,1
دستے باتے بد مست,dast-e but-e bad-mast,1
ناشاطے بہار,nishaa:t-e bahaar,1
ذوقے تن اسانای,;zauq-e tan-aasaanii,1
گردنے ماینا,gardan-e miinaa,1
کاوہے طاور,koh-e :tuur,1
دالے ازاردہ,dil-e aazurdah,1
نوا سنجانے گالشن,navaa-sanjaan-e gulshan,1
چاینے جباین,chiin-e jabii;n,1
ضبطے شوق,.zab:t-e shauq,1
مشقے ناز,mashq-e naaz,1
چشموچاراغے صحرا,chashm-o-chiraa;g-e .sa;hraa,1
ناگاہے گال چاین,nigaah-e gul-chii;n,1
دعواے جمعایّتے حباب,da((vaa-e jam((iyyat-e a;hbaab,1
نفسے جان گاداز,nafas-e jaa;n-gudaaz,1
لاطفے خارامے ساقایوذوقے صداے چنگ,lu:tf-e ;xiraam-e saaqii-o-;zauq-e .sadaa-e chang,1
بندے قبا,band-e qabaa,1
قطرہے شبنم,qa:trah-e shabnam,1
غم خوارے داوست,;gam-;xvaar-e dost,1
بر سبایلے شاکایت,bar-sabiil-e shikaayat,1
فاتنہے طاقت رابا,fitnah-e :taaqat-rubaa,1
ترکے جاست جاو,tark-e just-juu,1
خاکے دشتے مجناون,;xaak-e dasht-e majnuu;n,1
شبہاے تارے برش کال,shab'haa-e taar-e barsh-kaal,1
پاشتے چشم,pusht-e chashm,1
دایدہے خاون بار,diidah-e ;xuu;n-baar,1
کفے قاتال,kaf-e qaatil,1
غاےرے جلوہے گال,;gair-e jalvah-e gul,1
بابے نبرد,baab-e nabard,1
تازہ وارادانے باساطے ہواے دال,taazah-vaaridaan-e bisaa:t-e havaa-e dil,1
گردے رہے جولانے صبا,gard-e rah-e jaulaan-e .sabaa,1
دایدہے بی خواب,diidah-e be-;xvaab,1
غمے دال,;gam-e dil,1
ناگہے سارمہ سا,nigah-e surmah-saa,1
نو اماوزے فنا,nau-aamoz-e fanaa,1
بی دادے ذوقے پر فاشانای,be-daad-e ;zauq-e par-fishaanii,1
جزاے نالہ,ajzaa-e naalah,1
ذرایعہے راحت,;zarii((ah-e raa;hat,1
غاسلے صاحّت,;gusl-e .si;h;hat,1
کاو کاوے سخت جانایہاے تنہائای,kaav-kaav-e sa;xt-jaaniihaa-e tanhaa))ii,1
ماےے عاشرت,mai-e ((ishrat,1
درسے عانوانے تماشا,dars-e ((unvaan-e tamaashaa,1
فاراوغے حاسن,furo;g-e ;husn,1
لطمہے موج,la:tmah-e mauj,1
صرفے بہاے ماے,.sarf-e bahaa-e mai,1
نذرے کرم,na;zr-e karam,1
نفسے قاےس,nafas-e qais,1
صرفے دربان,.sarf-e darbaa;n,1
عرضے ساتمہاے جادائای,((ar.z-e sitamhaa-e judaa))ii,1
گداے بی سروپا,gadaa-e be-sar-o-paa,1
ہلے دہر,ahl-e dahr,1
متاعے خانہے زنجایر,mataa((-e ;xaanah-e zanjiir,1
طاوطایے باسمال,:tuu:tii-e bismil,1
دعواے رسائای,da((vaa-e rasaa))ii,1
پاداشے عمل,paadaash-e ((amal,1
مابتلاے افتے رشک,mubtalaa-e aafat-e rashk,1
گاوشہے دستار,goshah-e dastaar,1
ہنگامہے یا,hangaamah-e yaa,1
داشوارایے رہوساتمے ہم رہان,dushvaarii-e rah-o-sitam-e ham-rahaa;n,1
باساطے عجز,bisaa:t-e ((ajz,1
زخمے دال,za;xm-e dil,1
نویدے مقدمے یار,naved-e maqdam-e yaar,1
فاتنہے شاورے قایامت,fitnah-e shor-e qiyaamat,1
عاےشے بی تابای,((aish-e be-taabii,1
خطے پایالہ,;xa:t-e piyaalah,1
تالایفے ناسخہہاے وفا,taaliif-e nus;xah'haa-e vafaa,1
نذرے امتاحان,na;zr-e imti;haa;n,1
نواے جاگر خراش,navaa-e jigar-;xaraash,1
ماےے گالفام,mai-e gulfaam,1
دایوانے بی شایرازہ,diivaan-e be-shiiraazah,1
ساقایے کوثر,saaqii-e kau;sar,1
نالہے مارغے سحر,naalah-e mur;g-e sa;har,1
متاعے ساخن,mataa((-e su;xan,1
دالے وحشای,dil-e va;hshii,1
عاشرتے صاحبتے خاوبان,((ishrat-e .su;hbat-e ;xuubaa;n,1
راہے ساخن,raah-e su;xan,1
رنگے شاکستہ,rang-e shikastah,1
واداعے ہاوش,vidaa((-e hosh,1
شاعلہے جوّالہ,shu((lah-e javvaalah,1
گاریہے سحرای,giryah-e sa;harii,1
فاےضے بی دالای,fai.z-e be-dilii,1
صلے ایمان,a.sl-e iimaa;n,1
عرقے انفاعال,((araq-e infi((aal,1
شہایدے وفا,shahiid-e vafaa,1
پرتوے خوار,partav-e ;xvur,1
سرے سوداے انتاظار,sar-e saudaa-e inti:zaar,1
دمے شمشایر,dam-e shamshiir,1
بہارے ناز,bahaar-e naaz,1
سرے پار شاور,sar-e pur-shor,1
دمے ابے بقا,dam-e aab-e baqaa,1
حیاتے دہر,;hayaat-e dahr,1
محوے عابرتے نجامے گال,ma;hv-e ((ibrat-e anjaam-e gul,1
ساواےداے دالے چشم,suvaidaa-e dil-e chashm,1
سعایے ازادای,sa((ii-e aazaadii,1
بی خاونے دال,be-;xuun-e dil,1
طاوفانایے کاےفاییتے فصل,:tuufaanii-e kaifiiyat-e fa.sl,1
در خوارے عقدے گاہر,dar-;xvur-e ((aqd-e guhar,1
ماحایطے بادہ,mu;hii:t-e baadah,1
درسے دفترے امکان,dars-e daftar-e imkaa;n,1
بعدے قتل,ba((d-e qatl,1
بجاے خواد,bajaa-e ;xvud,1
صاےدے ز دام,.said-e z daam,1
فریادایے بی دادے دالبر,faryaadii-e be-daad-e dilbar,1
طاقتے گافتار,:taaqat-e guftaar,1
گافتہے غالاب,guftah-e ;gaalib,1
لخّتے لم,la;z;zat-e alam,1
بیدادے کاواشہاے ماژگان,bedaad-e kaavish'haa-e mizhgaa;n,1
عاشقے پار عربدہ,((ishq-e pur-((arbadah,1
بیدادے وفا,bedaad-e vafaa,1
امدے خط,aamad-e ;xa:t,1
پاے فگار,paa-e afgaar,1
ذوقے نواے مارغے باستانای,;zauq-e navaa-e mur;g-e bustaanii,1
بالے تدرو,baal-e tadarv,1
نبردے عاشق,nabard-e ((ishq,1
جادہے سر منزالے تقویٰ,jaadah-e sar-manzil-e taqv;aa,1
طارّہے پار پیچوخم,:turrah-e pur-pech-o-;xam,1
خاوے سوال,;xuu-e savaal,1
وقتے شام,vaqt-e shaam,1
نقشوناگارے طاقے ناسیان,naqsh-o-nigaar-e :taaq-e nisyaa;n,1
عرصہے افاق,((ar.sah-e aafaaq,1
جامے واژ گاون,jaam-e vaazh-guu;n,1
ذوقے وصلویادے یار,;zauq-e va.sl-o-yaad-e yaar,1
جانباشے جوہر,junbish-e jauhar,1
گازر گاہے خیال,guzar-gaah-e ;xayaal,1
کشاکشہاے ہستای,kashaakash'haa-e hastii,1
تسکاینے اضطاراب,taskiin-e i.z:tiraab,1
جادہے راہے فنا,jaadah-e raah-e fanaa,1
وہمے غاےر,vahm-e ;gair,1
لاباسے کعبہ,libaas-e ka((bah,1
اتاشے داوزخ,aatish-e doza;x,1
بیابان نوردے وہمے واجاود,bayaabaa;n-navard-e vahm-e vujuud,1
وا بستہے تن,vaa-bastah-e tan,1
طوفے حرم,:tauf-e ;haram,1
کثرتے نظّارہ,ka;srat-e na:z:zaarah,1
راوزے بازارے جان ساپارای,roz-e baazaar-e jaa;n-sipaarii,1
زنانے ماصر,zanaan-e mi.sr,1
سرے راشتہے وفا,sar-e rishtah-e vafaa,1
خرابے بادہے الفت,;xaraab-e baadah-e ulfat,1
ماژہے خواب ناک,mizhah-e ;xvaab-naak,1
باربادے بزمے ساخن,baarbud-e bazm-e su;xan,1
ماتمے یک شہر,maatam-e yak-shahr,1
کبابے دالے سمندر,kabaab-e dil-e samandar,1
حرایفے مطلبے ماشکال,;hariif-e ma:tlab-e mushkil,1
باوے داوست,buu-e dost,1
موسمے گال,mausam-e gul,1
چارہ سازایے وحشت,chaarah-saazii-e va;hshat,1
جارئتے فریاد,jur))at-e faryaad,1
ہواے خارامے ناز,havaa-e ;xiraam-e naaz,1
جواہارے طرفے کالہ,javaahir-e :tarf-e kulah,1
در خوارے عرض,dar-;xvur-e ((ar.z,1
دمے ذاکر,dam-e ;zikr,1
موجے سرابے دشتے وفا,mauj-e saraab-e dasht-e vafaa,1
ساینہے باسمال,siinah-e bismil,1
سازے طالاعے نا ساز,saaz-e :taali((-e naa-saaz,1
گارافتارے الفتے صیّاد,giriftaar-e ulfat-e .sayyaad,1
کشمکشے چارہے زحمت,kashmakash-e chaarah-e za;hmat,1
ائانہے برگے گال,aa))inah-e barg-e gul,1
جوہرے بیداد,jauhar-e bedaad,1
دایدہے پار خاون,diidah-e pur-;xuu;n,1
بہانہے راحت,bahaanah-e raa;hat,1
غاراورے عازّوناز,;guruur-e ((izz-o-naaz,1
فساردگایے دال,afsurdagii-e dil,1
غالابے خستہ,;gaalib-e ;xastah,1
پارہے دال,paarah-e dil,1
راشتہے گوہر,rishtah-e gauhar,1
وحشتے اتاشے دال,va;hshat-e aatish-e dil,1
سرے نشووناما,sar-e nashv-o-numaa,1
ندازے گافتگاو,andaaz-e guftaguu,1
رفاوے زخم,rafuu-e za;xm,1
نویدے من,naved-e amn,1
پردہ سنجے زمزمہے ل مان,pardah-sanj-e zamzamah-e al-amaa;n,1
کاغذے اتاش زدہ,kaa;ga;z-e aatish-zadah,1
مشہدے عاشاق,mashhad-e ((aashiq,1
زیر بارے مانّتے دربان,zer-baar-e minnat-e darbaa;n,1
عرضے گاران جانای,((ar.z-e giraa;n-jaanii,1
سامانے عاےشوجاہ,saamaan-e ((aish-o-jaah,1
ہلے ساخن,ahl-e su;xan,1
ساوزے غمہاے ناہانای,soz-e ;gamhaa-e nihaanii,1
سالکے عافایت,silk-e ((aafiyat,1
لبے فساوس,lab-e afsuus,1
پاے ساخن,paa-e su;xan,1
خواد دارایے ساحال,;xvud-daarii-e saa;hil,1
براتے معاشے جاناونے عاشق,baraat-e ma((aash-e junuun-e ((ishq,1
داماغے عاطرے پاےراہن,dimaa;g-e ((i:tr-e pairaahan,1
رنگے پانبہ,rang-e punbah,1
ساواے حسرتے تعمایر,sivaa-e ;hasrat-e ta((miir,1
واجاودے بحر,vujuud-e ba;hr,1
طاوفانے طرب,:tuufaan-e :tarab,1
جامے زامارّاد,jaam-e zumurrud,1
کششے کافے کرم,kashash-e kaaf-e karam,1
رگے سنگ,rag-e sang,1
لاطفے بد خاویان,lu:tf-e bad-;xuuyaa;n,1
نامہے دالدار,naamah-e dildaar,1
زخمے تمنّا,za;xm-e tamannaa,1
مرایضے عاشق,marii.z-e ((ishq,1
داورایے منزال,duurii-e manzil,1
تبے عاشق,tab-e ((ishq,1
جلوہ زارے اتاشے داوزخ,jalvah-zaar-e aatish-e doza;x,1
سامانے صد ہزار,saamaan-e .sad-hazaar,1
بزمے عاےشے داوست,bazm-e ((aish-e dost,1
تشوایشے مرہم,tashviish-e marham,1
بغاےرے یک,ba;gair-e yak,1
شرماندہے معنای,sharmindah-e ma((nii,1
ساےرے گالاستان,sair-e gulistaa;n,1
بندے نقابے حاسن,band-e naqaab-e ;husn,1
عاشرتے پارہے دال,((ishrat-e paarah-e dil,1
ثرے گاریہ,a;sar-e giryah,1
خاون شادہے کشمکشے حسرتے دایدار,;xuu;n-shudah-e kashmakash-e ;hasrat-e diidaar,1
غانچہے گال,;gunchah-e gul,1
ماشاہدہے حق,mushaahadah-e ;haq,1
کمالے گرمایے سعایے تلاشے داید,kamaal-e garmii-e sa((ii-e talaash-e diid,1
فاساونے نایاز,fusuun-e niyaaz,1
ہاجاومے شک,hujuum-e ashk,1
غمے گایتای,;gam-e giitii,1
جاوے شایر,juu-e shiir,1
خاون غلتایدہے صد رنگ,;xuu;n-;galtiidah-e .sad-rang,1
ماثلے خندہے قاتال,mi;sl-e ;xandah-e qaatil,1
بزمے شاہانشاہ,bazm-e shaahinshaah,1
جاے دہن,jaa-e dahan,1
وقتے ماناجات,vaqt-e munaajaat,1
کثرتے غم,ka;srat-e ;gam,1
راو شاناسے خلق,ruu-shinaas-e ;xalq,1
زہرے غم,zahr-e ;gam,1
نالہہاے زار,naalah'haa-e zaar,1
فاراقے یار,firaaq-e yaar,1
سایہے شاخے گال,saayah-e shaa;x-e gul,1
حاسنے بی پروا,;husn-e be-parvaa,1
راسوائایے ندازے استاغناے حاسن,rusvaa))ii-e andaaz-e isti;gnaa-e ;husn,1
سامان طرازے نازاشے ربابے عجز,saamaa;n-:taraaz-e naazish-e arbaab-e ((ajz,1
رنجے بیتابای,ranj-e betaabii,1
دردے بی دوا,dard-e be-davaa,1
وبالے داوش,vabaal-e dosh,1
ذوقے سایرای,;zauq-e asiirii,1
حاسنے تلافای,;husn-e talaafii,1
ناگاہے اشنا,nigaah-e aashnaa,1
رفتہے رفتارے داوست,raftah-e raftaar-e dost,1
غاراورے داوستای,;guruur-e dostii,1
ورطہے ملامت,var:tah-e malaamat,1
نبضے بایمارے وفا,nab.z-e biimaar-e vafaa,1
قفاے گال,qafaa-e gul,1
سادگایہاے تمنّا,saadagiihaa-e tamannaa,1
لائاقے تعزایر,laa))iq-e ta((ziir,1
دالے اوارہ,dil-e aavaarah,1
صاورتے شمع,.suurat-e sham((a,1
غاےبے غاےب,;gaib-e ;gaib,1
خامہے غالاب,;xaamah-e ;gaalib,1
قدے دال کش,qad-e dil-kash,1
بالے عنقا,baal-e ((anqaa,1
باتے کافار,but-e kaafir,1
تارے نفس,taar-e nafas,1
کفے خاکاستروبالبال,kaf-e ;xaakistar-o-bulbul,1
جاوشے رشک,josh-e rashk,1
سایاستے دربان,siyaasat-e darbaa;n,1
ماہرے دہان,muhr-e dahaa;n,1
ائاینہے تصوایر ناما,aa))iinah-e ta.sviir-numaa,1
متاعے باردہ,mataa((-e burdah,1
وحشتے طبایعتے ایجاد,va;hshat-e :tabii((at-e iijaad,1
ذوقے فنا,;zauq-e fanaa,1
موجے صبا,mauj-e .sabaa,1
دایوانگایے شوق,diivaanagii-e shauq,1
خاسروے شایراین ساخن,;xusrav-e shiirii;n-su;xan,1
بیانے شاوخایے گافتارے داوست,bayaan-e sho;xii-e guftaar-e dost,1
پارساشے حال,pursish-e ;haal,1
ناگاہے غلط نداز,nigaah-e ;gala:t-andaaz,1
شاوراشے باطان,shorish-e baa:tin,1
شہایدانے ناگہ,shahiidaan-e nigah,1
ہلے تدبایر,ahl-e tadbiir,1
وبالے تکیہ گاہے ہامّتے مردانہ,vabaal-e takyah-gaah-e himmat-e mardaanah,1
شہپرے رنگ,shahpar-e rang,1
دریاے ماے,daryaa-e mai,1
راوے ناگار,ruu-e nigaar,1
عاشقے نبرد پیشہ,((ishq-e nabard-peshah,1
تارے شکے یاس,taar-e ashk-e yaas,1
طالاسمے دالے سائال,:tilism-e dil-e saa))il,1
زہرہے بر,zahrah-e abr,1
ساینہے پار خاون,siinah-e pur-;xuu;n,1
بزمے قدح,bazm-e qada;h,1
ناسیہونقدے داو عالم,nisyah-o-naqd-e do-((aalam,1
وقفے کشمکش,vaqf-e kashmakash,1
سایلایے استاد,siilii-e ustaad,1
عہدے تجدایدے تمنّا,((ahd-e tajdiid-e tamannaa,1
دامے تمنّا,daam-e tamannaa,1
ساکانانے کاوچہے دالدار,saakinaan-e kuuchah-e dildaar,1
صرایرے خامہ,.sariir-e ;xaamah,1
کاورایے دالوچشمے رقایب,korii-e dil-o-chashm-e raqiib,1
ماعتقادے مایر,mu((taqid-e miir,1
مرگے ناگہانای,marg-e naagahaanii,1
حاصالے الفت,;haa.sil-e ulfat,1
ساوزاشے دال,sozish-e dil,1
طاقتے خلاشے خار,:taaqat-e ;xalish-e ;xaar,1
ماشتے خس,musht-e ;xas,1
